Date ,ID,Microplastic,Area,Total Area,Adjusted Area
,,614,49.532,,
,,749,49.74,,
,,1253,49.74,,
,,1191,50.052,,
,,1452,50.052,,
,,1078,50.156,,
,,1201,50.78,,
,,794,51.301,,
,,9,51.821,,
,,636,54.006,,
,,586,54.214,,
,,609,55.463,,
,,77,58.481,,
,,1187,58.793,,
,,595,59.521,,
,,715,59.625,,
,,578,60.042,,
,,526,62.747,,
,,596,63.476,,
,,553,64.308,,
,,1071,65.973,,
,,1059,68.574,,
,,677,69.095,,
,,1214,69.407,,
,,432,70.447,,
,,227,71.488,,
,,1095,71.8,,
,,103,72.425,,
,,771,75.858,,
,,1435,76.483,,
,,51,77.836,,
,,479,77.836,,
,,755,79.501,,
,,54,79.813,,
,,242,80.749,,
,,972,81.478,,
,,59,81.686,,
,,766,83.351,,
,,857,87.097,,
,,492,93.132,,
,,582,97.607,,
,,726,102.289,,
,,1392,102.289,,
,,446,102.497,,
,,138,102.81,,
,,1205,102.914,,
,,43,104.058,,
,,1199,104.787,,
,,1218,105.307,,
,,32,107.908,,
,,471,108.325,,
,,1380,109.053,,
,,151,112.279,,
,,40,117.482,,
,,1427,118.106,,
,,254,124.246,,
,,759,125.806,,
,,622,126.951,,
,,1442,126.951,,
,,1407,129.553,,
,,730,133.715,,
,,152,134.027,,
,,284,134.027,,
,,1086,137.149,,
,,349,142.56,,
,,436,143.6,,
,,146,145.786,,
,,673,146.202,,
,,98,146.722,,
,,165,153.694,,
,,1362,155.775,,
,,675,161.29,,
,,1136,162.123,,
,,1345,167.846,,
,,1037,169.303,,
,,1040,180.541,,
,,60,181.894,,
,,623,190.323,,
,,1082,190.635,,
,,129,192.404,,
,,81,193.548,,
,,556,198.439,,
,,641,205.203,,
,,958,224.662,,
,,154,233.923,,
,,1064,238.293,,
,,870,240.583,,
,,1168,264.724,,
,,149,273.465,,
,,818,275.338,,
,,202,286.472,,
,,1458,299.896,,
,,516,333.195,,
,,1351,338.502,,
,,1121,382.622,,
,,976,383.559,,
,,4,400.937,,
,,157,459.313,,
,,1277,463.684,,
,,660,477.732,,
,,957,504.579,,
,,1310,533.715,,
,,705,734.027,,
,,104,862.955,,
,,159,1091.883,,
,,100,1349.116,,
,,871,1396.774,,
,,275,2098.959,,
,,1276,2318.626,,
,,1296,5147.763,,
,,1005,7803.642,,
,,967,11577.003,,
,,773,14003.434,,
,,1224,16245.994,,
