Time,Angelo HQ SF Eel Gage Water Temp Outside CS450 degC
12/16/2019 6:00,7.544
12/16/2019 6:05,7.535
12/16/2019 6:10,7.526
12/16/2019 6:15,7.516
12/16/2019 6:20,7.507
12/16/2019 6:25,7.498
12/16/2019 6:30,7.489
12/16/2019 6:35,7.48
12/16/2019 6:40,7.471
12/16/2019 6:45,7.463
12/16/2019 6:50,7.455
12/16/2019 6:55,7.446
12/16/2019 7:00,7.437
12/16/2019 7:05,7.429
12/16/2019 7:10,7.419
12/16/2019 7:15,7.411
12/16/2019 7:20,7.401
12/16/2019 7:25,7.392
12/16/2019 7:30,7.383
12/16/2019 7:35,7.375
12/16/2019 7:40,7.365
12/16/2019 7:45,7.355
12/16/2019 7:50,7.346
12/16/2019 7:55,7.337
12/16/2019 8:00,7.329
12/16/2019 8:05,7.319
12/16/2019 8:10,7.308
12/16/2019 8:15,7.298
12/16/2019 8:20,7.288
12/16/2019 8:25,7.279
12/16/2019 8:30,7.269
12/16/2019 8:35,7.261
12/16/2019 8:40,7.252
12/16/2019 8:45,7.243
12/16/2019 8:50,7.233
12/16/2019 8:55,7.225
12/16/2019 9:00,7.217
12/16/2019 9:05,7.209
12/16/2019 9:10,7.201
12/16/2019 9:15,7.193
12/16/2019 9:20,7.186
12/16/2019 9:25,7.178
12/16/2019 9:30,7.17
12/16/2019 9:35,7.163
12/16/2019 9:40,7.156
12/16/2019 9:45,7.15
12/16/2019 9:50,7.144
12/16/2019 9:55,7.137
12/16/2019 10:00,7.131
12/16/2019 10:05,7.126
12/16/2019 10:10,7.119
12/16/2019 10:15,7.113
12/16/2019 10:20,7.107
12/16/2019 10:25,7.101
12/16/2019 10:30,7.095
12/16/2019 10:35,7.089
12/16/2019 10:40,7.083
12/16/2019 10:45,7.078
12/16/2019 10:50,7.073
12/16/2019 10:55,7.068
12/16/2019 11:00,7.063
12/16/2019 11:05,7.059
12/16/2019 11:10,7.055
12/16/2019 11:15,7.051
12/16/2019 11:20,7.048
12/16/2019 11:25,7.046
12/16/2019 11:30,7.044
12/16/2019 11:35,7.041
12/16/2019 11:40,7.04
12/16/2019 11:45,7.038
12/16/2019 11:50,7.037
12/16/2019 11:55,7.037
12/16/2019 12:00,7.037
12/16/2019 12:05,7.037
12/16/2019 12:10,7.038
12/16/2019 12:15,7.04
12/16/2019 12:20,7.041
12/16/2019 12:25,7.044
12/16/2019 12:30,7.046
12/16/2019 12:35,7.048
12/16/2019 12:40,7.05
12/16/2019 12:45,7.053
12/16/2019 12:50,7.055
12/16/2019 12:55,7.057
12/16/2019 13:00,7.06
12/16/2019 13:05,7.064
12/16/2019 13:10,7.069
12/16/2019 13:15,7.074
12/16/2019 13:20,7.08
12/16/2019 13:25,7.086
12/16/2019 13:30,7.093
12/16/2019 13:35,7.099
12/16/2019 13:40,7.107
12/16/2019 13:45,7.116
12/16/2019 13:50,7.125
12/16/2019 13:55,7.134
12/16/2019 14:00,7.145
12/16/2019 14:05,7.156
12/16/2019 14:10,7.168
12/16/2019 14:15,7.18
12/16/2019 14:20,7.195
12/16/2019 14:25,7.208
12/16/2019 14:30,7.222
12/16/2019 14:35,7.235
12/16/2019 14:40,7.244
12/16/2019 14:45,7.253
12/16/2019 14:50,7.26
12/16/2019 14:55,7.265
12/16/2019 15:00,7.269
12/16/2019 15:05,7.272
12/16/2019 15:10,7.274
12/16/2019 15:15,7.275
12/16/2019 15:20,7.275
12/16/2019 15:25,7.275
12/16/2019 15:30,7.275
12/16/2019 15:35,7.274
12/16/2019 15:40,7.273
12/16/2019 15:45,7.271
12/16/2019 15:50,7.27
12/16/2019 15:55,7.269
12/16/2019 16:00,7.27
12/16/2019 16:05,7.271
12/16/2019 16:10,7.273
12/16/2019 16:15,7.276
12/16/2019 16:20,7.279
12/16/2019 16:25,7.281
12/16/2019 16:30,7.283
12/16/2019 16:35,7.284
12/16/2019 16:40,7.285
12/16/2019 16:45,7.286
12/16/2019 16:50,7.286
12/16/2019 16:55,7.286
12/16/2019 17:00,7.285
12/16/2019 17:05,7.283
12/16/2019 17:10,7.283
12/16/2019 17:15,7.28
12/16/2019 17:20,7.277
12/16/2019 17:25,7.274
12/16/2019 17:30,7.271
12/16/2019 17:35,7.267
12/16/2019 17:40,7.264
12/16/2019 17:45,7.261
12/16/2019 17:50,7.257
12/16/2019 17:55,7.254
12/16/2019 18:00,7.251
12/16/2019 18:05,7.248
12/16/2019 18:10,7.245
12/16/2019 18:15,7.242
12/16/2019 18:20,7.238
12/16/2019 18:25,7.235
12/16/2019 18:30,7.232
12/16/2019 18:35,7.228
12/16/2019 18:40,7.223
12/16/2019 18:45,7.219
12/16/2019 18:50,7.216
12/16/2019 18:55,7.211
12/16/2019 19:00,7.207
12/16/2019 19:05,7.203
12/16/2019 19:10,7.197
12/16/2019 19:15,7.192
12/16/2019 19:20,7.187
12/16/2019 19:25,7.182
12/16/2019 19:30,7.177
12/16/2019 19:35,7.171
12/16/2019 19:40,7.166
12/16/2019 19:45,7.161
12/16/2019 19:50,7.156
12/16/2019 19:55,7.15
12/16/2019 20:00,7.144
12/16/2019 20:05,7.138
12/16/2019 20:10,7.131
12/16/2019 20:15,7.123
12/16/2019 20:20,7.116
12/16/2019 20:25,7.11
12/16/2019 20:30,7.103
12/16/2019 20:35,7.095
12/16/2019 20:40,7.088
12/16/2019 20:45,7.081
12/16/2019 20:50,7.073
12/16/2019 20:55,7.066
12/16/2019 21:00,7.059
12/16/2019 21:05,7.052
12/16/2019 21:10,7.044
12/16/2019 21:15,7.037
12/16/2019 21:20,7.03
12/16/2019 21:25,7.022
12/16/2019 21:30,7.015
12/16/2019 21:35,7.008
12/16/2019 21:40,6.999
12/16/2019 21:45,6.992
12/16/2019 21:50,6.985
12/16/2019 21:55,6.978
12/16/2019 22:00,6.971
12/16/2019 22:05,6.964
12/16/2019 22:10,6.958
12/16/2019 22:15,6.952
12/16/2019 22:20,6.944
12/16/2019 22:25,6.938
12/16/2019 22:30,6.931
12/16/2019 22:35,6.924
12/16/2019 22:40,6.917
12/16/2019 22:45,6.909
12/16/2019 22:50,6.902
12/16/2019 22:55,6.894
12/16/2019 23:00,6.887
12/16/2019 23:05,6.881
12/16/2019 23:10,6.875
12/16/2019 23:15,6.868
12/16/2019 23:20,6.862
12/16/2019 23:25,6.855
12/16/2019 23:30,6.848
12/16/2019 23:35,6.841
12/16/2019 23:40,6.834
12/16/2019 23:45,6.827
12/16/2019 23:50,6.821
12/16/2019 23:55,6.815
12/17/2019 0:00,6.808
12/17/2019 0:05,6.802
12/17/2019 0:10,6.796
12/17/2019 0:15,6.79
12/17/2019 0:20,6.785
12/17/2019 0:25,6.779
12/17/2019 0:30,6.772
12/17/2019 0:35,6.766
12/17/2019 0:40,6.76
12/17/2019 0:45,6.754
12/17/2019 0:50,6.749
12/17/2019 0:55,6.743
12/17/2019 1:00,6.737
12/17/2019 1:05,6.731
12/17/2019 1:10,6.726
12/17/2019 1:15,6.72
12/17/2019 1:20,6.714
12/17/2019 1:25,6.708
12/17/2019 1:30,6.702
12/17/2019 1:35,6.696
12/17/2019 1:40,6.689
12/17/2019 1:45,6.683
12/17/2019 1:50,6.676
12/17/2019 1:55,6.67
12/17/2019 2:00,6.663
12/17/2019 2:05,6.657
12/17/2019 2:10,6.65
12/17/2019 2:15,6.644
12/17/2019 2:20,6.638
12/17/2019 2:25,6.631
12/17/2019 2:30,6.624
12/17/2019 2:35,6.618
12/17/2019 2:40,6.611
12/17/2019 2:45,6.603
12/17/2019 2:50,6.595
12/17/2019 2:55,6.587
12/17/2019 3:00,6.579
12/17/2019 3:05,6.572
12/17/2019 3:10,6.565
12/17/2019 3:15,6.557
12/17/2019 3:20,6.549
12/17/2019 3:25,6.542
12/17/2019 3:30,6.534
12/17/2019 3:35,6.526
12/17/2019 3:40,6.518
12/17/2019 3:45,6.51
12/17/2019 3:50,6.503
12/17/2019 3:55,6.495
12/17/2019 4:00,6.486
12/17/2019 4:05,6.478
12/17/2019 4:10,6.47
12/17/2019 4:15,6.461
12/17/2019 4:20,6.453
12/17/2019 4:25,6.445
12/17/2019 4:30,6.438
12/17/2019 4:35,6.43
12/17/2019 4:40,6.422
12/17/2019 4:45,6.414
12/17/2019 4:50,6.407
12/17/2019 4:55,6.4
12/17/2019 5:00,6.393
12/17/2019 5:05,6.386
12/17/2019 5:10,6.379
12/17/2019 5:15,6.372
12/17/2019 5:20,6.366
12/17/2019 5:25,6.359
12/17/2019 5:30,6.353
12/17/2019 5:35,6.347
12/17/2019 5:40,6.34
12/17/2019 5:45,6.335
12/17/2019 5:50,6.33
12/17/2019 5:55,6.324
12/17/2019 6:00,6.318
12/17/2019 6:05,6.312
12/17/2019 6:10,6.306
12/17/2019 6:15,6.301
12/17/2019 6:20,6.295
12/17/2019 6:25,6.288
12/17/2019 6:30,6.283
12/17/2019 6:35,6.278
12/17/2019 6:40,6.272
12/17/2019 6:45,6.267
12/17/2019 6:50,6.262
12/17/2019 6:55,6.257
12/17/2019 7:00,6.251
12/17/2019 7:05,6.247
12/17/2019 7:10,6.243
12/17/2019 7:15,6.238
12/17/2019 7:20,6.233
12/17/2019 7:25,6.228
12/17/2019 7:30,6.224
12/17/2019 7:35,6.22
12/17/2019 7:40,6.216
12/17/2019 7:45,6.213
12/17/2019 7:50,6.209
12/17/2019 7:55,6.205
12/17/2019 8:00,6.202
12/17/2019 8:05,6.2
12/17/2019 8:10,6.197
12/17/2019 8:15,6.195
12/17/2019 8:20,6.193
12/17/2019 8:25,6.192
12/17/2019 8:30,6.191
12/17/2019 8:35,6.192
12/17/2019 8:40,6.192
12/17/2019 8:45,6.193
12/17/2019 8:50,6.194
